"year","county_name","state_id","county_population","violent_crime_county","county_state"
2009,"Richardson","NE",3952,2,"Richardson NE"
2010,"Richardson","NE",3910,3,"Richardson NE"
2011,"Richardson","NE",4364,2,"Richardson NE"
2012,"Richardson","NE",4346,4,"Richardson NE"
2013,"Richardson","NE",4294,2,"Richardson NE"
2014,"Richardson","NE",4192,0,"Richardson NE"
1999,"Richland","OH",50012,0,"Richland OH"
1999,"Richland","SC",112539,0,"Richland SC"
2000,"Richland","OH",51766,0,"Richland OH"
2000,"Richland","SC",112539,0,"Richland SC"
2001,"Richland","OH",50012,0,"Richland OH"
2001,"Richland","SC",112539,0,"Richland SC"
2003,"Richland","OH",50812,162,"Richland OH"
2003,"Richland","SC",129048,83,"Richland SC"
2004,"Richland","OH",50791,144,"Richland OH"
2004,"Richland","SC",129268,82,"Richland SC"
2005,"Richland","ND",8442,9,"Richland ND"
2005,"Richland","OH",69433,183,"Richland OH"
2005,"Richland","SC",128979,90,"Richland SC"
2005,"Richland","WI",5234,24,"Richland WI"
2006,"Richland","ND",8210,11,"Richland ND"
2006,"Richland","OH",69746,239,"Richland OH"
2006,"Richland","SC",129055,85,"Richland SC"
2006,"Richland","WI",5196,5,"Richland WI"
2007,"Richland","ND",7850,14,"Richland ND"
2007,"Richland","OH",68935,186,"Richland OH"
2007,"Richland","SC",10585,77,"Richland SC"
2007,"Richland","WI",5145,10,"Richland WI"
2008,"Richland","ND",7603,11,"Richland ND"
2008,"Richland","OH",68113,199,"Richland OH"
2008,"Richland","SC",9889,72,"Richland SC"
2008,"Richland","WI",5068,8,"Richland WI"
2009,"Richland","LA",3993,32,"Richland LA"
2009,"Richland","MT",4759,12,"Richland MT"
2009,"Richland","ND",7484,11,"Richland ND"
2009,"Richland","OH",67884,183,"Richland OH"
2009,"Richland","SC",137743,101,"Richland SC"
2009,"Richland","WI",5040,6,"Richland WI"
2010,"Richland","LA",3988,25,"Richland LA"
2010,"Richland","MT",4855,4,"Richland MT"
2010,"Richland","ND",7592,10,"Richland ND"
2010,"Richland","OH",62321,166,"Richland OH"
2010,"Richland","SC",140369,77,"Richland SC"
2010,"Richland","WI",4969,2,"Richland WI"
2011,"Richland","IL",9142,25,"Richland IL"
2011,"Richland","LA",3729,29,"Richland LA"
2011,"Richland","ND",7897,9,"Richland ND"
2011,"Richland","OH",68236,191,"Richland OH"
2011,"Richland","SC",10482,80,"Richland SC"
2011,"Richland","WI",5207,6,"Richland WI"
2012,"Richland","IL",9125,35,"Richland IL"
2012,"Richland","MT",5474,25,"Richland MT"
2012,"Richland","ND",7908,8,"Richland ND"
2012,"Richland","OH",67680,206,"Richland OH"
2012,"Richland","SC",10596,74,"Richland SC"
2012,"Richland","WI",5195,5,"Richland WI"
2013,"Richland","IL",9084,30,"Richland IL"
2013,"Richland","MT",6191,14,"Richland MT"
2013,"Richland","ND",7812,7,"Richland ND"
2013,"Richland","OH",62100,187,"Richland OH"
2013,"Richland","SC",142756,1024,"Richland SC"
2013,"Richland","WI",5097,2,"Richland WI"
2014,"Richland","IL",9108,34,"Richland IL"
2014,"Richland","MT",6540,12,"Richland MT"
2014,"Richland","ND",7877,16,"Richland ND"
2014,"Richland","OH",61366,216,"Richland OH"
2014,"Richland","SC",144722,76,"Richland SC"
2014,"Richland","WI",5055,1,"Richland WI"
2015,"Richland","IL",9006,19,"Richland IL"
2015,"Richland","MT",6817,37,"Richland MT"
2015,"Richland","ND",7940,10,"Richland ND"
2015,"Richland","OH",61749,237,"Richland OH"
2015,"Richland","SC",143144,61,"Richland SC"
2015,"Richland","WI",5038,0,"Richland WI"
2017,"Richland","IL",8928,34,"Richland IL"
2017,"Richland","MT",6814,57,"Richland MT"
2017,"Richland","ND",7841,13,"Richland ND"
2017,"Richland","OH",66238,267,"Richland OH"
2017,"Richland","SC",145520,1050,"Richland SC"
2017,"Richland","WI",4986,6,"Richland WI"
2005,"Richmond","GA",5087,3,"Richmond GA"
2005,"Richmond","NC",15409,109,"Richmond NC"
2005,"Richmond","VA",1387,0,"Richmond VA"
2006,"Richmond","GA",813,0,"Richmond GA"
2006,"Richmond","NC",15344,120,"Richmond NC"
2006,"Richmond","VA",1380,1,"Richmond VA"
2007,"Richmond","GA",5108,21,"Richmond GA"
2007,"Richmond","NC",14808,145,"Richmond NC"
2007,"Richmond","VA",1364,0,"Richmond VA"
2008,"Richmond","GA",5324,11,"Richmond GA"
2008,"Richmond","NC",14551,90,"Richmond NC"
2008,"Richmond","VA",1360,4,"Richmond VA"
2009,"Richmond","GA",5437,17,"Richmond GA"
2009,"Richmond","NC",14574,107,"Richmond NC"
2009,"Richmond","VA",1350,0,"Richmond VA"
2010,"Richmond","GA",5345,15,"Richmond GA"
2010,"Richmond","NC",14452,103,"Richmond NC"
2010,"Richmond","VA",1321,0,"Richmond VA"
2011,"Richmond","GA",4794,25,"Richmond GA"
2011,"Richmond","NC",16256,87,"Richmond NC"
2011,"Richmond","VA",1530,0,"Richmond VA"
2012,"Richmond","GA",732,0,"Richmond GA"
2012,"Richmond","NC",16206,78,"Richmond NC"
2012,"Richmond","VA",1524,0,"Richmond VA"
2013,"Richmond","GA",721,0,"Richmond GA"
2013,"Richmond","NC",16105,86,"Richmond NC"
2013,"Richmond","VA",1493,0,"Richmond VA"
2014,"Richmond","NC",16071,62,"Richmond NC"
2014,"Richmond","VA",1496,1,"Richmond VA"
2015,"Richmond","GA",700,0,"Richmond GA"
2015,"Richmond","NC",15707,87,"Richmond NC"
2015,"Richmond","VA",1499,0,"Richmond VA"
2017,"Richmond","GA",4568,2,"Richmond GA"
2017,"Richmond","VA",1483,0,"Richmond VA"
1999,"Richmond (city)","VA",196505,0,"Richmond (city) VA"
2000,"Richmond (city)","VA",195375,0,"Richmond (city) VA"
2001,"Richmond (city)","VA",196505,0,"Richmond (city) VA"
2004,"Richmond (city)","VA",196667,0,"Richmond (city) VA"
2005,"Richmond (city)","VA",195271,0,"Richmond (city) VA"
2006,"Richmond (city)","VA",195708,0,"Richmond (city) VA"
2007,"Richmond (city)","VA",191785,0,"Richmond (city) VA"
2008,"Richmond (city)","VA",199674,0,"Richmond (city) VA"
2009,"Richmond (city)","VA",203233,0,"Richmond (city) VA"
2010,"Richmond (city)","VA",205883,0,"Richmond (city) VA"
2011,"Richmond (city)","VA",206654,0,"Richmond (city) VA"
2012,"Richmond (city)","VA",207799,0,"Richmond (city) VA"
2013,"Richmond (city)","VA",212830,0,"Richmond (city) VA"
2014,"Richmond (city)","VA",216747,0,"Richmond (city) VA"
2015,"Richmond (city)","VA",220802,0,"Richmond (city) VA"
2005,"Rio Blanco","CO",4417,24,"Rio Blanco CO"
2006,"Rio Blanco","CO",2077,3,"Rio Blanco CO"
2007,"Rio Blanco","CO",4398,15,"Rio Blanco CO"
2008,"Rio Blanco","CO",4439,23,"Rio Blanco CO"
2009,"Rio Blanco","CO",4548,29,"Rio Blanco CO"
2010,"Rio Blanco","CO",4623,17,"Rio Blanco CO"
2011,"Rio Blanco","CO",4924,6,"Rio Blanco CO"
2012,"Rio Blanco","CO",4992,7,"Rio Blanco CO"
2013,"Rio Blanco","CO",5007,5,"Rio Blanco CO"
2014,"Rio Blanco","CO",4951,7,"Rio Blanco CO"
2015,"Rio Blanco","CO",4862,6,"Rio Blanco CO"
2017,"Rio Blanco","CO",4695,6,"Rio Blanco CO"
2005,"Rio Grande","CO",6028,12,"Rio Grande CO"
2006,"Rio Grande","CO",4878,21,"Rio Grande CO"
2007,"Rio Grande","CO",4654,21,"Rio Grande CO"
2008,"Rio Grande","CO",3954,21,"Rio Grande CO"
2009,"Rio Grande","CO",5526,20,"Rio Grande CO"
2010,"Rio Grande","CO",5422,9,"Rio Grande CO"
2011,"Rio Grande","CO",6236,7,"Rio Grande CO"
2012,"Rio Grande","CO",6583,14,"Rio Grande CO"
2013,"Rio Grande","CO",6473,17,"Rio Grande CO"
2014,"Rio Grande","CO",6015,14,"Rio Grande CO"
2015,"Rio Grande","CO",5889,18,"Rio Grande CO"
2017,"Rio Grande","CO",4235,10,"Rio Grande CO"
2005,"Ripley","MO",2551,3,"Ripley MO"
2006,"Ripley","MO",2556,6,"Ripley MO"
2007,"Ripley","MO",1935,5,"Ripley MO"
2008,"Ripley","IN",6420,6,"Ripley IN"
2008,"Ripley","MO",1890,4,"Ripley MO"
2009,"Ripley","IN",6477,40,"Ripley IN"
2009,"Ripley","MO",2478,6,"Ripley MO"
2010,"Ripley","IN",6474,22,"Ripley IN"
2010,"Ripley","MO",2431,2,"Ripley MO"
2011,"Ripley","IN",6553,22,"Ripley IN"
2011,"Ripley","MO",2638,3,"Ripley MO"
2012,"Ripley","IN",6528,17,"Ripley IN"
2012,"Ripley","MO",2642,18,"Ripley MO"
2013,"Ripley","IN",6489,26,"Ripley IN"
2013,"Ripley","MO",1992,24,"Ripley MO"
2014,"Ripley","MO",2008,26,"Ripley MO"
2015,"Ripley","IN",6546,28,"Ripley IN"
2015,"Ripley","MO",2003,33,"Ripley MO"
2017,"Ripley","IN",6705,16,"Ripley IN"
2017,"Ripley","MO",1990,51,"Ripley MO"
2005,"Ritchie","WV",1195,0,"Ritchie WV"
2011,"Ritchie","WV",1172,1,"Ritchie WV"
2012,"Ritchie","WV",3011,2,"Ritchie WV"
2013,"Ritchie","WV",1819,4,"Ritchie WV"
2014,"Ritchie","WV",1786,0,"Ritchie WV"
2015,"Ritchie","WV",1767,0,"Ritchie WV"
1999,"Riverside","CA",1056530,5650,"Riverside CA"
2000,"Riverside","CA",1122600,6181,"Riverside CA"
2001,"Riverside","CA",1056530,5650,"Riverside CA"
2003,"Riverside","CA",1000658,3685,"Riverside CA"
2004,"Riverside","CA",1272506,4497,"Riverside CA"
2005,"Riverside","CA",1370594,4521,"Riverside CA"
2006,"Riverside","CA",1429120,5239,"Riverside CA"
2007,"Riverside","CA",1536936,4074,"Riverside CA"
2008,"Riverside","CA",1584171,3717,"Riverside CA"
2009,"Riverside","CA",1693617,4497,"Riverside CA"
2010,"Riverside","CA",1669566,4109,"Riverside CA"
2011,"Riverside","CA",1759360,4232,"Riverside CA"
2012,"Riverside","CA",1796654,4425,"Riverside CA"
2013,"Riverside","CA",1820448,3894,"Riverside CA"
2014,"Riverside","CA",1523509,3815,"Riverside CA"
2015,"Riverside","CA",1879961,4402,"Riverside CA"
2017,"Riverside","CA",1928747,4557,"Riverside CA"
2005,"Roane","TN",21145,91,"Roane TN"
2005,"Roane","WV",2279,4,"Roane WV"
2006,"Roane","TN",14354,43,"Roane TN"
2006,"Roane","WV",2260,3,"Roane WV"
2007,"Roane","TN",21077,62,"Roane TN"
2007,"Roane","WV",2242,8,"Roane WV"
2008,"Roane","TN",15548,54,"Roane TN"
2008,"Roane","WV",2171,3,"Roane WV"
2009,"Roane","TN",21169,77,"Roane TN"
2009,"Roane","WV",2136,7,"Roane WV"
2010,"Roane","TN",21103,99,"Roane TN"
2011,"Roane","TN",21267,77,"Roane TN"
2012,"Roane","TN",21137,78,"Roane TN"
2012,"Roane","WV",2311,1,"Roane WV"
2013,"Roane","TN",20815,93,"Roane TN"
2013,"Roane","WV",2238,2,"Roane WV"
2014,"Roane","TN",20762,101,"Roane TN"
2015,"Roane","TN",20615,98,"Roane TN"
2015,"Roane","WV",2218,3,"Roane WV"
2017,"Roane","TN",20698,86,"Roane TN"
2005,"Roanoke","VA",7854,11,"Roanoke VA"
2006,"Roanoke","VA",7811,16,"Roanoke VA"
2007,"Roanoke","VA",7924,14,"Roanoke VA"
2008,"Roanoke","VA",7876,21,"Roanoke VA"
2009,"Roanoke","VA",7879,20,"Roanoke VA"
2010,"Roanoke","VA",7851,31,"Roanoke VA"
2011,"Roanoke","VA",8195,41,"Roanoke VA"
2012,"Roanoke","VA",8220,36,"Roanoke VA"
2013,"Roanoke","VA",8104,34,"Roanoke VA"
2014,"Roanoke","VA",8174,37,"Roanoke VA"
2015,"Roanoke","VA",8210,14,"Roanoke VA"
2017,"Roanoke","VA",8207,13,"Roanoke VA"
1999,"Roanoke (city)","VA",94875,0,"Roanoke (city) VA"
2001,"Roanoke (city)","VA",94875,0,"Roanoke (city) VA"
2004,"Roanoke (city)","VA",93787,851,"Roanoke (city) VA"
2005,"Roanoke (city)","VA",93685,895,"Roanoke (city) VA"
2006,"Roanoke (city)","VA",93554,953,"Roanoke (city) VA"
2007,"Roanoke (city)","VA",90894,901,"Roanoke (city) VA"
2008,"Roanoke (city)","VA",91983,745,"Roanoke (city) VA"
2009,"Roanoke (city)","VA",93110,639,"Roanoke (city) VA"
2010,"Roanoke (city)","VA",94795,677,"Roanoke (city) VA"
2011,"Roanoke (city)","VA",98191,589,"Roanoke (city) VA"
2012,"Roanoke (city)","VA",97780,542,"Roanoke (city) VA"
2013,"Roanoke (city)","VA",97927,457,"Roanoke (city) VA"
2014,"Roanoke (city)","VA",98941,340,"Roanoke (city) VA"
2015,"Roanoke (city)","VA",99827,337,"Roanoke (city) VA"
2017,"Roanoke (city)","VA",100027,402,"Roanoke (city) VA"
2005,"Roberts","SD",534,0,"Roberts SD"
2006,"Roberts","SD",670,0,"Roberts SD"
2007,"Roberts","SD",1186,0,"Roberts SD"
2008,"Roberts","SD",3611,9,"Roberts SD"
2009,"Roberts","SD",3375,16,"Roberts SD"
2010,"Roberts","SD",3370,6,"Roberts SD"
2011,"Roberts","SD",3426,12,"Roberts SD"
2012,"Roberts","SD",2963,8,"Roberts SD"
2013,"Roberts","SD",2932,19,"Roberts SD"
2014,"Roberts","SD",2882,11,"Roberts SD"
2015,"Roberts","SD",2914,5,"Roberts SD"
2017,"Roberts","SD",2426,8,"Roberts SD"
1999,"Robertson","TN",13078,0,"Robertson TN"
2000,"Robertson","TN",14714,0,"Robertson TN"
2001,"Robertson","TN",13078,0,"Robertson TN"
2003,"Robertson","TN",15097,171,"Robertson TN"
2004,"Robertson","TN",15270,192,"Robertson TN"
2005,"Robertson","TN",28240,310,"Robertson TN"
2005,"Robertson","TX",7098,32,"Robertson TX"
2006,"Robertson","TN",28748,265,"Robertson TN"
2006,"Robertson","TX",7207,39,"Robertson TX"
2007,"Robertson","TN",29909,263,"Robertson TN"
2007,"Robertson","TX",7047,48,"Robertson TX"
2008,"Robertson","TN",30499,282,"Robertson TN"
2008,"Robertson","TX",6823,60,"Robertson TX"
2009,"Robertson","TN",31217,246,"Robertson TN"
2009,"Robertson","TX",6770,54,"Robertson TX"
2010,"Robertson","TN",31846,236,"Robertson TN"
2010,"Robertson","TX",6713,47,"Robertson TX"
2011,"Robertson","TN",31016,194,"Robertson TN"
2011,"Robertson","TX",6719,33,"Robertson TX"
2012,"Robertson","TN",31375,193,"Robertson TN"
2012,"Robertson","TX",6726,46,"Robertson TX"
2013,"Robertson","TN",31160,192,"Robertson TN"
2013,"Robertson","TX",5620,52,"Robertson TX"
2014,"Robertson","TN",31415,212,"Robertson TN"
2014,"Robertson","TX",6499,85,"Robertson TX"
2015,"Robertson","TN",31656,172,"Robertson TN"
2015,"Robertson","TX",6461,47,"Robertson TX"
2017,"Robertson","TN",31974,175,"Robertson TN"
2017,"Robertson","TX",5625,35,"Robertson TX"
1999,"Robeson","NC",19340,0,"Robeson NC"
2000,"Robeson","NC",21476,0,"Robeson NC"
2001,"Robeson","NC",19340,0,"Robeson NC"
2003,"Robeson","NC",21262,249,"Robeson NC"
2004,"Robeson","NC",21498,286,"Robeson NC"
2005,"Robeson","NC",31722,411,"Robeson NC"
2006,"Robeson","NC",32164,395,"Robeson NC"
2007,"Robeson","NC",32072,520,"Robeson NC"
2008,"Robeson","NC",26499,484,"Robeson NC"
2009,"Robeson","NC",32263,521,"Robeson NC"
2010,"Robeson","NC",32028,544,"Robeson NC"
2011,"Robeson","NC",31490,477,"Robeson NC"
2012,"Robeson","NC",31712,525,"Robeson NC"
2013,"Robeson","NC",29063,436,"Robeson NC"
2014,"Robeson","NC",28682,416,"Robeson NC"
2015,"Robeson","NC",24206,380,"Robeson NC"
1999,"Rock","WI",94792,0,"Rock WI"
2000,"Rock","WI",98052,0,"Rock WI"
2001,"Rock","WI",94792,0,"Rock WI"
2003,"Rock","WI",97151,275,"Rock WI"
2004,"Rock","WI",97298,289,"Rock WI"
2005,"Rock","WI",110438,340,"Rock WI"
2006,"Rock","WI",116356,324,"Rock WI"
2007,"Rock","WI",118121,325,"Rock WI"
2008,"Rock","WI",118501,346,"Rock WI"
2009,"Rock","WI",107630,330,"Rock WI"
2010,"Rock","WI",113733,334,"Rock WI"
2011,"Rock","WI",119231,345,"Rock WI"
2012,"Rock","WI",118847,327,"Rock WI"
2013,"Rock","WI",118718,314,"Rock WI"
2014,"Rock","WI",119139,328,"Rock WI"
2015,"Rock","WI",119460,344,"Rock WI"
2017,"Rock","WI",119567,337,"Rock WI"
2011,"Rock Island","IL",120485,636,"Rock Island IL"
2012,"Rock Island","IL",122056,524,"Rock Island IL"
2013,"Rock Island","IL",122262,427,"Rock Island IL"
2014,"Rock Island","IL",121599,429,"Rock Island IL"
2015,"Rock Island","IL",120897,457,"Rock Island IL"
2017,"Rock Island","IL",119876,507,"Rock Island IL"
2006,"Rockbridge","VA",1029,1,"Rockbridge VA"
2007,"Rockbridge","VA",1011,1,"Rockbridge VA"
2008,"Rockbridge","VA",1009,0,"Rockbridge VA"
2009,"Rockbridge","VA",1003,0,"Rockbridge VA"
2010,"Rockbridge","VA",991,0,"Rockbridge VA"
2011,"Rockbridge","VA",1147,0,"Rockbridge VA"
2013,"Rockbridge","VA",1138,1,"Rockbridge VA"
2017,"Rockbridge","VA",1117,0,"Rockbridge VA"
2005,"Rockcastle","KY",2627,6,"Rockcastle KY"
2006,"Rockcastle","KY",3822,7,"Rockcastle KY"
2007,"Rockcastle","KY",2622,2,"Rockcastle KY"
2008,"Rockcastle","KY",2595,4,"Rockcastle KY"
2010,"Rockcastle","KY",2555,12,"Rockcastle KY"
2011,"Rockcastle","KY",2494,1,"Rockcastle KY"
2012,"Rockcastle","KY",2486,2,"Rockcastle KY"
2013,"Rockcastle","KY",2469,3,"Rockcastle KY"
2014,"Rockcastle","KY",2456,3,"Rockcastle KY"
2015,"Rockcastle","KY",2475,4,"Rockcastle KY"
2017,"Rockcastle","KY",2482,1,"Rockcastle KY"
2003,"Rockdale","GA",11961,136,"Rockdale GA"
2004,"Rockdale","GA",12234,134,"Rockdale GA"
2005,"Rockdale","GA",12482,62,"Rockdale GA"
2006,"Rockdale","GA",12597,84,"Rockdale GA"
2007,"Rockdale","GA",12704,78,"Rockdale GA"
2008,"Rockdale","GA",13598,93,"Rockdale GA"
2009,"Rockdale","GA",13798,75,"Rockdale GA"
2010,"Rockdale","GA",13738,74,"Rockdale GA"
2011,"Rockdale","GA",15395,80,"Rockdale GA"
2012,"Rockdale","GA",15455,66,"Rockdale GA"
2013,"Rockdale","GA",15465,103,"Rockdale GA"
2015,"Rockdale","GA",15838,110,"Rockdale GA"
2017,"Rockdale","GA",16034,110,"Rockdale GA"
1999,"Rockingham","NH",68308,1619,"Rockingham NH"
1999,"Rockingham","NC",28895,0,"Rockingham NC"
2000,"Rockingham","NH",121500,2838,"Rockingham NH"
2000,"Rockingham","NC",30849,862,"Rockingham NC"
2001,"Rockingham","NH",68308,1619,"Rockingham NH"
2001,"Rockingham","NC",28895,0,"Rockingham NC"
2003,"Rockingham","NH",110368,204,"Rockingham NH"
2003,"Rockingham","NC",30915,158,"Rockingham NC"
2004,"Rockingham","NH",120518,217,"Rockingham NH"
2004,"Rockingham","NC",30883,118,"Rockingham NC"
2005,"Rockingham","NH",137255,197,"Rockingham NH"
2005,"Rockingham","NC",35747,171,"Rockingham NC"
2005,"Rockingham","VA",15197,10,"Rockingham VA"
2006,"Rockingham","NH",137446,220,"Rockingham NH"
2006,"Rockingham","NC",19904,104,"Rockingham NC"
2006,"Rockingham","VA",11647,12,"Rockingham VA"
2007,"Rockingham","NH",128284,180,"Rockingham NH"
2007,"Rockingham","NC",35421,205,"Rockingham NC"
2007,"Rockingham","VA",16274,13,"Rockingham VA"
2008,"Rockingham","NH",137688,184,"Rockingham NH"
2008,"Rockingham","NC",35276,234,"Rockingham NC"
2008,"Rockingham","VA",16304,8,"Rockingham VA"
2009,"Rockingham","NH",137919,182,"Rockingham NH"
2009,"Rockingham","NC",36146,262,"Rockingham NC"
2009,"Rockingham","VA",16678,9,"Rockingham VA"
2010,"Rockingham","NH",137381,197,"Rockingham NH"
2010,"Rockingham","NC",34919,216,"Rockingham NC"
2010,"Rockingham","VA",17057,7,"Rockingham VA"
2011,"Rockingham","NH",124465,217,"Rockingham NH"
2011,"Rockingham","NC",36280,134,"Rockingham NC"
2011,"Rockingham","VA",19005,5,"Rockingham VA"
2012,"Rockingham","NH",126640,194,"Rockingham NH"
2012,"Rockingham","NC",34997,166,"Rockingham NC"
2012,"Rockingham","VA",19054,6,"Rockingham VA"
2013,"Rockingham","NH",127221,215,"Rockingham NH"
2013,"Rockingham","NC",34253,124,"Rockingham NC"
2013,"Rockingham","VA",19209,4,"Rockingham VA"
2014,"Rockingham","NH",127746,180,"Rockingham NH"
2014,"Rockingham","NC",34189,125,"Rockingham NC"
2014,"Rockingham","VA",19421,9,"Rockingham VA"
2015,"Rockingham","NH",128395,167,"Rockingham NH"
2015,"Rockingham","NC",13983,87,"Rockingham NC"
2015,"Rockingham","VA",19581,12,"Rockingham VA"
2017,"Rockingham","NH",139615,205,"Rockingham NH"
2017,"Rockingham","VA",19980,10,"Rockingham VA"
1999,"Rockwall","TX",15894,542,"Rockwall TX"
2000,"Rockwall","TX",17973,578,"Rockwall TX"
2001,"Rockwall","TX",15894,542,"Rockwall TX"
2003,"Rockwall","TX",22681,30,"Rockwall TX"
2004,"Rockwall","TX",25038,41,"Rockwall TX"
2005,"Rockwall","TX",38304,67,"Rockwall TX"
2006,"Rockwall","TX",42533,85,"Rockwall TX"
2007,"Rockwall","TX",50221,92,"Rockwall TX"
2008,"Rockwall","TX",53927,100,"Rockwall TX"
2009,"Rockwall","TX",56400,90,"Rockwall TX"
2010,"Rockwall","TX",58493,64,"Rockwall TX"
2011,"Rockwall","TX",54892,76,"Rockwall TX"
2012,"Rockwall","TX",49447,48,"Rockwall TX"
2013,"Rockwall","TX",58487,33,"Rockwall TX"
2014,"Rockwall","TX",60055,62,"Rockwall TX"
2015,"Rockwall","TX",62076,66,"Rockwall TX"
2017,"Rockwall","TX",65836,71,"Rockwall TX"
1999,"Rogers","OK",20153,725,"Rogers OK"
2000,"Rogers","OK",22382,669,"Rogers OK"
2001,"Rogers","OK",20153,725,"Rogers OK"
2003,"Rogers","OK",16664,64,"Rogers OK"
2004,"Rogers","OK",16830,53,"Rogers OK"
2005,"Rogers","OK",28272,63,"Rogers OK"
2006,"Rogers","OK",27223,84,"Rogers OK"
2007,"Rogers","OK",27740,95,"Rogers OK"
2008,"Rogers","OK",27611,110,"Rogers OK"
2009,"Rogers","OK",18793,26,"Rogers OK"
2010,"Rogers","OK",24427,37,"Rogers OK"
2011,"Rogers","OK",33187,102,"Rogers OK"
2012,"Rogers","OK",33345,106,"Rogers OK"
2013,"Rogers","OK",33437,87,"Rogers OK"
2014,"Rogers","OK",33715,97,"Rogers OK"
2015,"Rogers","OK",28122,90,"Rogers OK"
2017,"Rogers","OK",33014,112,"Rogers OK"
2005,"Rolette","ND",1449,2,"Rolette ND"
2006,"Rolette","ND",1440,1,"Rolette ND"
2007,"Rolette","ND",1451,3,"Rolette ND"
2008,"Rolette","ND",1423,4,"Rolette ND"
2009,"Rolette","ND",1420,0,"Rolette ND"
2010,"Rolette","ND",1483,0,"Rolette ND"
2011,"Rolette","ND",1302,0,"Rolette ND"
2012,"Rolette","ND",1335,1,"Rolette ND"
2013,"Rolette","ND",1333,2,"Rolette ND"
2014,"Rolette","ND",1350,1,"Rolette ND"
2015,"Rolette","ND",1344,1,"Rolette ND"
2017,"Rolette","ND",1331,0,"Rolette ND"
2008,"Rooks","KS",1391,0,"Rooks KS"
2013,"Rooks","KS",3263,3,"Rooks KS"
2014,"Rooks","KS",1903,4,"Rooks KS"
2000,"Roosevelt","NM",10892,560,"Roosevelt NM"
2003,"Roosevelt","NM",11215,37,"Roosevelt NM"
2004,"Roosevelt","NM",11247,55,"Roosevelt NM"
2007,"Roosevelt","MT",900,1,"Roosevelt MT"
2008,"Roosevelt","MT",2508,16,"Roosevelt MT"
2008,"Roosevelt","NM",12107,86,"Roosevelt NM"
2009,"Roosevelt","MT",3353,26,"Roosevelt MT"
2009,"Roosevelt","NM",12343,101,"Roosevelt NM"
2010,"Roosevelt","MT",2562,20,"Roosevelt MT"
2010,"Roosevelt","NM",12468,69,"Roosevelt NM"
2011,"Roosevelt","NM",12417,38,"Roosevelt NM"
2012,"Roosevelt","MT",2664,23,"Roosevelt MT"
2013,"Roosevelt","MT",2770,16,"Roosevelt MT"
2014,"Roosevelt","MT",2830,16,"Roosevelt MT"
2014,"Roosevelt","NM",12524,23,"Roosevelt NM"
2015,"Roosevelt","MT",2891,15,"Roosevelt MT"
2015,"Roosevelt","NM",12199,68,"Roosevelt NM"
2017,"Roosevelt","MT",2840,14,"Roosevelt MT"
2017,"Roosevelt","NM",11928,24,"Roosevelt NM"
2005,"Roseau","MN",4483,0,"Roseau MN"
2013,"Roseau","MN",4371,0,"Roseau MN"
2014,"Roseau","MN",4408,1,"Roseau MN"
2015,"Roseau","MN",4457,0,"Roseau MN"
2017,"Roseau","MN",4572,3,"Roseau MN"
2006,"Rosebud","MT",2353,5,"Rosebud MT"
2007,"Rosebud","MT",2342,8,"Rosebud MT"
2008,"Rosebud","MT",2321,5,"Rosebud MT"
2009,"Rosebud","MT",2345,8,"Rosebud MT"
2010,"Rosebud","MT",2395,11,"Rosebud MT"
2012,"Rosebud","MT",2264,2,"Rosebud MT"
2014,"Rosebud","MT",2337,0,"Rosebud MT"
2015,"Rosebud","MT",2339,1,"Rosebud MT"
2017,"Rosebud","MT",2326,1,"Rosebud MT"
1999,"Ross","OH",22369,0,"Ross OH"
2000,"Ross","OH",22743,0,"Ross OH"
2001,"Ross","OH",22369,0,"Ross OH"
2003,"Ross","OH",22173,65,"Ross OH"
2004,"Ross","OH",22215,57,"Ross OH"
2005,"Ross","OH",22049,60,"Ross OH"
2006,"Ross","OH",22108,58,"Ross OH"
2009,"Ross","OH",22312,271,"Ross OH"
2010,"Ross","OH",22143,240,"Ross OH"
2011,"Ross","OH",21917,118,"Ross OH"
2012,"Ross","OH",21954,101,"Ross OH"
2013,"Ross","OH",21679,73,"Ross OH"
2014,"Ross","OH",21896,79,"Ross OH"
2015,"Ross","OH",21696,100,"Ross OH"
2017,"Ross","OH",21695,93,"Ross OH"
2005,"Routt","CO",10292,64,"Routt CO"
2006,"Routt","CO",11911,80,"Routt CO"
2007,"Routt","CO",10754,60,"Routt CO"
2008,"Routt","CO",9470,56,"Routt CO"
2009,"Routt","CO",11133,36,"Routt CO"
2010,"Routt","CO",14049,41,"Routt CO"
2011,"Routt","CO",14141,34,"Routt CO"
2012,"Routt","CO",13930,36,"Routt CO"
2013,"Routt","CO",14658,37,"Routt CO"
2014,"Routt","CO",13915,28,"Routt CO"
2015,"Routt","CO",12315,28,"Routt CO"
2017,"Routt","CO",15606,25,"Routt CO"
1999,"Rowan","NC",25447,0,"Rowan NC"
2000,"Rowan","NC",27622,0,"Rowan NC"
2001,"Rowan","NC",25447,0,"Rowan NC"
2003,"Rowan","NC",26721,206,"Rowan NC"
2004,"Rowan","NC",26971,209,"Rowan NC"
2005,"Rowan","NC",44104,336,"Rowan NC"
2006,"Rowan","NC",43576,327,"Rowan NC"
2007,"Rowan","NC",41419,375,"Rowan NC"
2008,"Rowan","NC",43558,396,"Rowan NC"
2009,"Rowan","NC",46221,332,"Rowan NC"
